,musicid,Track Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,order,Number,Notes,作品,年,番号,人気投票,書籍,CD,秘封
114,117.0,勝利デモ,0.0,0.0002275830678197,0.0,0.0,0.0,7.788647267742538e-06,1.0433349157246222e-05,1.5025543423820495e-05,2.239390885679096e-05,6.339827429897358e-06,0.0,1.5535621626828154e-05,3.737255957185996e-06,3.0872500981304494e-05,5.609594650690541e-06,2.000568161357825e-05,3.6076207380470506e-06,1.4686660106625151e-05,20.0,20,勝利デモテーマ,夢時空,1997.0,3.0,1.0,,,
115,118.0,真紅の少女,0.0,0.0002275830678197,5.790387955993052e-05,0.0,0.0001504381511151,7.009782540968284e-05,5.738342036485422e-05,0.0001001702894921,7.166050834173104e-05,0.00011411689373815244,6.216392627358344e-05,9.321372976096892e-05,9.343139892964987e-05,9.7027860226957e-05,0.0001065822983631,0.0001000284080678,0.0001406972087838,0.0001233679448956,10.0,10,４面ボス・ユキのテーマ,怪綺談,1998.0,5.0,1.0,,,
116,119.0,装飾戦,0.0,0.0002275830678197,0.0,0.0,5.641430666817105e-05,3.8943236338712696e-05,7.303344410072355e-05,0.0001151958329159,7.166050834173104e-05,0.00012679654859794716,0.000174058993566,9.632085408633456e-05,0.0001494902382874,0.0001411314330573,0.0002019454074248,0.000112031817036,0.0001298743465696,0.0001057439527677,4.0,04,１面ボス・オレンジのテーマ,幻想郷,1998.0,4.0,1.0,,,
117,121.0,夢は時空を越えて,0.0,0.0002275830678197,5.790387955993052e-05,5.33447135388883e-05,0.0003949001466771,0.0004361642469935,0.0003651672205036,0.000470800360613,0.0003672601052513,0.0003613701635041494,0.0003978491281509,0.000357319297417,0.0003251412682751,0.0002954939379639,0.0002243837860276,0.0003000852242036,0.0002850020383057,0.0002232372336207,1.0,01,タイトル画面テーマ,夢時空,1997.0,3.0,1.0,,,
118,122.0,恋色マスタースパーク,0.0,0.0,0.0643891140706427,0.0,0.0,0.0,0.0,0.0,0.0,0.011234174205778118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10,４面ボス・霧雨 魔理沙のテーマ,永夜抄,2004.0,8.0,2.0,,,
119,123.0,シンデレラケージ,0.0,0.0,0.0507237984944991,0.0,0.0094023844446951,0.0073446943734812,0.0052531913006734,0.0044976459981969,0.0041070428843354,0.0037278185287796467,0.0040966027414291,0.0040019761310709,0.0044398600771369,0.0041721979897591,0.0040389081484971,0.0033649556474038,0.0034200244596686,0.0030753866263273,11.0,11,５面テーマ,永夜抄,2004.0,8.0,2.0,,,
120,124.0,月まで届け、不死の煙,0.0,0.0,0.0419224088013896,0.0262989437746719,0.0241265184850878,0.0244797183625147,0.0205223977923033,0.0182259841730942,0.0173328854551561,0.01692099941039605,0.0218879184409287,0.0216690850450999,0.0214070021227613,0.0195114206201844,0.0191623753267588,0.0197776168431834,0.0213607223899765,0.0239510053018843,18.0,18,EXTRAステージボス・藤原 妹紅のテーマ,永夜抄,2004.0,8.0,2.0,,,
121,125.0,千年幻想郷,0.0,0.0,0.036653155761436,0.0,0.0220579939072548,0.0189575674496853,0.0137668042129863,0.0127166182510267,0.0119090807300414,0.011164436104049248,0.01261306064091,0.0110365056036987,0.0107745089245672,0.0102364392539439,0.0106806682149147,0.0095947249018721,0.0099750713407,0.0097020076664365,14.0,14,６面Aボス・八意 永琳のテーマ,永夜抄,2004.0,8.0,2.0,,,
122,126.0,プレインエイジア,0.0,0.0,0.0356108859293572,0.0232049503894164,0.013633457444808,0.0094787837248426,0.0069851272607763,0.0061554642892917,0.0054461986339715,0.004532976612376611,0.0050290616355329,0.0047539002178094,0.0046192483630818,0.0036738276167752,0.0034667294941267,0.0032329181487542,0.0032937577338369,0.0029314573572823,7.0,07,３面ボス・上白沢 慧音のテーマ,永夜抄,2004.0,8.0,2.0,,,
123,127.0,竹取飛翔,0.0,0.0,0.0273885350318471,0.0,0.0177893113693632,0.014307745030843,0.0123165686801291,0.0116347791245116,0.0114253722987347,0.0103212390558729,0.0114754607901035,0.011676573214724,0.0110622776332705,0.0109861999920613,0.010512380375394,0.0109231021610137,0.0115876778106071,0.0099311195640999,15.0,15,６面Bボス・蓬莱山 輝夜のテーマ,永夜抄,2004.0,8.0,2.0,,,
124,128.0,もう歌しか聞こえない,0.0,0.0,0.0187608569774174,0.0120559052597887,0.0098160893602617,0.0074459467879618,0.0055348917279191,0.0046178503455874,0.0049490538573508,0.004317422479760101,0.0045876977589904,0.0054965029315718,0.0054563936974915,0.0043883054966282,0.0043923126114906,0.0041211704123971,0.0037411027053547,0.0039272129125115,5.0,05,２面ボス・ミスティア・ローレライのテーマ,永夜抄,2004.0,8.0,2.0,,,
125,129.0,ヴォヤージュ1969,0.0,0.0,0.0185871453387376,0.011895871119172,0.0059046974312685,0.0056234033273101,0.0042046397103702,0.0039917860362616,0.0036322920165714,0.00314455440522909,0.0032698225219904,0.0031754810605236,0.0035765539510269,0.0035679790419821,0.0037920859838668,0.0035650124635396,0.0032721120094086,0.0029843293336662,13.0,13,６面テーマ,永夜抄,2004.0,8.0,2.0,,,
126,130.0,懐かしき東方の血,0.0,0.0,0.012449334105385,0.0,0.0,0.0,0.0,0.0,0.0,0.003385467847565189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,06,３面テーマ,永夜抄,2004.0,8.0,2.0,,,
127,131.0,ヴォヤージュ1970,0.0,0.0,0.0123335263462652,0.0039475088018777,0.0032344202489751,0.0030375724344195,0.0022744701162796,0.0021837123109285,0.0020826335236815,0.0017434525432217735,0.0019208653218537,0.0019139885844252,0.002130235895596,0.0019096847035578,0.0021035979940089,0.0017925090725766,0.0016991893676201,0.001527412651089,16.0,16,永琳・輝夜ファイナルスペルのテーマ,永夜抄,2004.0,8.0,2.0,,,
128,132.0,狂気の瞳,0.0,0.0,0.0106543138390272,0.0,0.006073940351273,0.0064178453486198,0.0046793570970249,0.0046228588600621,0.0042861941551897,0.004431539373498253,0.0056134025425045,0.0061334634182717,0.0071568451580111,0.0073564759481165,0.0067034656075751,0.0078302237835545,0.0086041754602422,0.0098606235955881,12.0,12,５面ボス・鈴仙・U・イナバのテーマ,永夜抄,2004.0,8.0,2.0,,,
129,133.0,東方妖怪小町,0.0,0.0,0.0086276780544296,0.0,0.0024634247245101,0.002297650943984,0.0019875530144554,0.0022438144846238,0.001751203672601,0.0015786170300444422,0.001927081714481,0.0017586323681569,0.0017266122522199,0.001428955759706,0.0017894606935702,0.0025007102016972,0.0022222943746369,0.0020708190750341,21.0,21,ラストワードのテーマ,永夜抄,2004.0,8.0,2.0,,,
130,134.0,永夜の報い,0.0,0.0,0.0068326577880718,0.0,0.0013915528978148,0.001269549504642,0.0011111516852467,0.0012371030752278,0.001213749860038,0.0016927339237825946,0.0018959997513442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,08,４面テーマ,永夜抄,2004.0,8.0,2.0,,,
131,135.0,蠢々秋月,0.0,0.0,0.0048060220034742,0.0,0.0019933055022753,0.0013941678609259,0.001147668407297,0.0011619753581087,0.0011152166610681,0.0009763334242041932,0.0013054424517452,0.0013018850923281,0.0013977337279875,0.0011952068237047,0.0013350835268643,0.0010362943075833,0.0013564653975056,0.0013041754174683,3.0,03,１面ボス・リグル・ナイトバグのテーマ,永夜抄,2004.0,8.0,2.0,,,
132,136.0,夜雀の歌声,0.0,0.0,0.0031847133757961,0.0,0.0011282861333634,0.0013084927409807,0.0013459020412847,0.0013522989081438,0.0014108162579778,0.0011918875568207032,0.0013240916296273,0.0012987779680028,0.0012968278171435,0.0012657725402334,0.0013519123108164,0.0011643306699102,0.001078678600676,0.001039815535549,4.0,04,２面テーマ,永夜抄,2004.0,8.0,2.0,,,
133,137.0,エクステンドアッシュ,0.0,0.0,0.0028951939779965,0.0,0.0015231862800406,0.0021808212349679,0.0022849034654369,0.0024792146649303,0.0022796999216213,0.0024661928702300723,0.002586019332981,0.0024421997197373,0.0027842556881035,0.0029769911660543,0.0026365094858245,0.0026367488366696,0.0027850832097723,0.0026435988191925,17.0,17,EXTRAステージテーマ,永夜抄,2004.0,8.0,2.0,,,
134,138.0,少女秘封倶楽部,0.0,0.0,0.0028372900984365,0.0033607169529499,0.0017488435067133,0.0024378465948034,0.0027700542012488,0.0030551938295101,0.0036502071436569,0.004349121616909588,0.005240418984863,0.0038683697850802,0.0034308009686967,0.0031048915272626,0.0032199073294963,0.0028968226976461,0.0024315363774437,0.0020649444109914,,," オリジナル",蓮台野夜行,,,,,1.0,1.0
135,139.0,月の妖鳥、化猫の幻,0.0,0.0,0.0019108280254777,0.0016536861197055,0.000676971680018,0.0007944420213097,0.0005634008544912,0.000751277171191,0.0008867987907289,0.0010397316985031667,0.001249494918099,0.0009134945516574,0.000784823751009,0.0007806332390986,0.0007909528457473,0.0006721909022162,0.0005267126277548,0.0003818531627722,,," オリジナル",蓮台野夜行,,,,,1.0,1.0
136,140.0,Eternal Dream,0.0,0.0,0.0017371163867979,0.0,0.000676971680018,0.0007632874322387,0.0006520843223278,0.0006060302514274,0.0005911991938192,0.000494506539531994,0.0006278556553631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20,スタッフロールテーマ,永夜抄,2004.0,8.0,2.0,,,
137,141.0,幻視の夜,0.0,0.0,0.001621308627678,0.0,0.0009026289066907,0.0005997258396161,0.0005373174815981,0.0005559451066813,0.0005284962490202,0.0006593420527093252,0.000920026108849,0.0007457098380877,0.0008483571022812,0.0008776610993256,0.0008190008190008,0.0008762488546747,0.0008008918038464,0.0007372703373525,2.0,02,１面テーマ,永夜抄,2004.0,8.0,2.0,,,
138,142.0,夜のデンデラ野を逝く,0.0,0.0,0.0014475969889982,0.0011202389843166,0.000244461995562,0.0004361642469935,0.0004069006171326,0.0005258940198337,0.0005822416302765,0.0005008463669618913,0.0004973114101886,0.0005344253839628,0.0005493766257063,0.0005292428739652,0.0004263291934524,0.0005041431766621,0.0003463315908525,0.0004141638150068,,," オリジナル",蓮台野夜行,,,,,1.0,1.0
139,143.0,魔術師メリー,0.0,0.0,0.0010422698320787,0.0004801024218499,0.0002820715333408,0.0003504891270484,0.0004016839425539,0.0005008514474606,0.0006359870115328,0.0007988182561670671,0.0009511080719858,0.000842030692174,0.0008035100307949,0.0007674021672495,0.0007853432510966,0.0007122022654433,0.0006277260084201,0.0006080277284142,,," オリジナル",蓮台野夜行,,,,,1.0,1.0
140,144.0,永夜抄,0.0,0.0,0.0009843659525188,0.0,0.0003572906088984,0.0002336594180322,0.0002138836577235,0.0002504257237303,0.0002597693427387,0.00027895240691548374,0.0003667671650141,0.0005219968866614,0.0005568511376207,0.0005468843030973,0.0006675417634321,0.0006441829479572,0.000844183252703,0.0009105729266107,1.0,01,タイトル画面テーマ,永夜抄,2004.0,8.0,2.0,,,
141,145.0,幻想の永遠祭,0.0,0.0,0.0006369426751592,0.0002133788541555,0.0001316333822257,7.788647267742539e-05,0.0001043334915724,9.51617750175298e-05,8.509685365580562e-05,9.509741144846037e-05,9.94622820377335e-05,8.389235678487203e-05,0.0001270667025443,0.0001279003612082,0.00016267824487,0.0001160329533587,8.658289771312921e-05,9.399462468240098e-05,,," オリジナル",蓮台野夜行,,,,,1.0,1.0
142,146.0,過去の花,0.0,0.0,0.0005790387955993,0.0,0.0001880476888939,0.0002648140071032,0.0001825836102518,0.0001803065210858,0.000188108834397,0.00017751516803712604,0.0003232524166226,0.0002019630811487,0.0001980745657308,0.0002161075068691,0.0002973085164865,0.0003000852242036,0.0001912038991164,0.0001351172729809,,," 東方妖々夢より（未使用曲）",蓮台野夜行,,,,,1.0,1.0
143,147.0,ハーセルヴズ,0.0,0.0,0.0004632310364794,0.0015469966926277,0.0005077287600135,0.0002492367125677,0.0003390838476105,0.0003005108684764,0.0002597693427387,0.0003043117166350732,0.0002548720977216,0.0001895345838473,0.0002317098693455,0.0002337489360013,0.0002075550020755,0.0001720488618767,0.0001118362428794,0.0001116186168103,19.0,19,エンディングテーマ,秋霜玉,0.0,0.0,1.0,,,
144,148.0,月見草,0.0,0.0,0.0003474232773595,0.0003734129947722,5.641430666817105e-05,6.23091781419403e-05,9.3900142415216e-05,7.512771711910248e-05,5.374538125629829e-05,6.973810172887093e-05,0.0001367606378018,0.0001304992216653,0.0002167608455167,0.00030431465253,0.0002299933806783,0.000224063634072,0.0001948115198545,0.0002026759094714,19.0,19,エンディングテーマ,永夜抄,2004.0,8.0,2.0,,,
145,149.0,古の冥界寺,0.0,0.0,0.0002895193977996,0.0001600341406166,9.402384444695174e-05,4.6731883606455233e-05,0.0001147668407297,5.008514474606832e-05,6.718172657037286e-05,0.00010143723887835773,0.0001305442451745,7.767810813414077e-05,0.0001083804227583,0.0001499521476234,0.0001458494609179,0.0001840522708449,0.0001154438636175,9.399462468240098e-05,,," オリジナル",蓮台野夜行,,,,,1.0,1.0
146,150.0,宵闇の魔術師,0.0,0.0,0.0002895193977996,0.0004801024218499,0.0001128286133363,0.0001090410617483,9.3900142415216e-05,0.0001252128618651,9.4054417198522e-05,0.00017751516803712604,0.0002300065272122,0.000195748832498,0.0001906000538164,0.0001764142913217,0.0002075550020755,0.0001280363623269,0.0001118362428794,8.811996063975092e-05,1.0,-,オリジナル,メニュー,0.0,0.0,1.0,,,
147,151.0,夜の鳩山を飛ぶ,0.0,0.0,0.0002895193977996,0.0003200682812333,0.0001692429200045,0.0003271231852451,0.0002399670306166,0.000190323550035,0.0002015451797111,0.00021555413261651018,0.0001864917788207,0.0002019630811487,0.0001644392621161,0.0001808246486047,0.0002299933806783,0.0001600454529086,0.0002128496235447,0.0001733025892581,9.0,-,秋霜玉プロトタイプBGM,メニュー,0.0,0.0,1.0,,,
148,152.0,幻想科学,0.0,0.0,0.0002316155182397,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14,最終ボステーマ２,秋霜玉,0.0,0.0,1.0,,,
149,153.0,稀翁玉,0.0,0.0,0.0001737116386797,0.0,1.880476888939035e-05,2.3365941803227617e-05,5.216674578623111e-06,1.0017028949213665e-05,2.239390885679096e-05,1.2679654859794716e-05,3.108196313679172e-05,1.8642745952193785e-05,3.737255957185996e-06,1.7641429132174e-05,1.1219189301381084e-05,2.800795425900956e-05,1.803810369023525e-05,1.1749328085300122e-05,1.0,01,タイトル画面テーマ,稀翁玉,0.0,0.0,1.0,,,
150,154.0,Maniacal Princess,0.0,0.0,0.0001158077591198,0.0001066894270777,0.0,3.115458907097015e-05,3.6516722050361776e-05,9.51617750175298e-05,7.613929011308924e-05,8.875758401856302e-05,0.0001616262083113,0.0001056422270624,0.0001158549346727,0.0001146692893591,0.0001290206769658,8.402386277702867e-05,8.297527697508216e-05,7.63706325544508e-05,7.0,07,小兎姫のテーマ,夢時空,1997.0,3.0,1.0,,,
151,155.0,蓬莱幻想,0.0,0.0,0.0001158077591198,0.0,0.0001504381511151,0.0001557729453548,7.303344410072355e-05,0.0001001702894921,8.957563542716382e-05,0.00014581603088763924,0.0002051409567028,0.0001771060865458,0.0001644392621161,0.000211697149586,0.0002860893271852,0.0002280647703947,0.0002633563138774,0.0002849212060685,7.0,-,秋霜玉エキストラステージテーマ（未使用）,メニュー,0.0,0.0,1.0,,,
152,156.0,A Sacred Lot,0.0,0.0,5.790387955993052e-05,0.0,7.52190755575614e-05,7.788647267742539e-05,4.6950071207608e-05,4.006811579685465e-05,3.1351472399507335e-05,5.071861943917886e-05,4.973114101886675e-05,8.389235678487203e-05,0.0001308039585015,0.0001367210757743,0.0001514590555686,0.0001880534071676,0.0002056343820686,0.0001909265813861,1.0,01,タイトル画面テーマ,靈異伝,1995.0,1.0,1.0,,,
153,157.0,Bad Apple!!,0.0,0.0,5.790387955993052e-05,0.0001066894270777,0.0019745007333859,0.0029596859617421,0.0042568064561564,0.0029349894821196,0.0031664987123502,0.0036010219801816995,0.0027165635781555,0.0030946958280641,0.0028328400155469,0.0023860032901265,0.0024177352944476,0.0030088545146821,0.0050506690332658,0.0044294966881581,7.0,07,３面テーマ,幻想郷,1998.0,4.0,1.0,,,
154,158.0,Dreamy pilot,0.0,0.0,5.790387955993052e-05,0.0,0.0001128286133363,4.6731883606455233e-05,7.825011867934667e-05,9.51617750175298e-05,8.061807188444743e-05,9.509741144846037e-05,0.0001243278525471,0.0001429277189668,0.0001756510299877,0.000110258932076,0.0001402398662672,0.0001240352260041,0.0001262667258316,9.399462468240098e-05,24.0,24,未使用曲（４面テーマ）,幻想郷,1998.0,4.0,1.0,,,
155,159.0,End of Daylight,0.0,0.0,5.790387955993052e-05,0.0001066894270777,7.52190755575614e-05,4.6731883606455233e-05,0.0001721502610945,0.0001352298908143,0.0002105027432538,0.0001521558583175366,0.0001802753861933,0.0001677847135697,0.0001980745657308,0.0001411314330573,0.0002019454074248,0.0002080590887812,0.000155127691736,0.0001409919370236,4.0,04,２面テーマ,封魔録,1997.0,2.0,1.0,,,
156,160.0,Inventive City,0.0,0.0,5.790387955993052e-05,0.0,1.880476888939035e-05,7.788647267742538e-06,3.6516722050361776e-05,3.005108684764099e-05,2.6872690628149144e-05,3.169913714948679e-05,2.4865570509433376e-05,2.1749870277559417e-05,2.2423535743115976e-05,2.6462143698260995e-05,3.9267162554833786e-05,7.202045380888173e-05,5.050669033265871e-05,4.1122648298550426e-05,5.0,-,秋霜玉プロトタイプBGM,メニュー,0.0,0.0,1.0,,,
157,161.0,Selene's light,0.0,0.0,5.790387955993052e-05,0.0001066894270777,7.52190755575614e-05,3.8943236338712696e-05,2.608337289311556e-05,2.504257237303416e-05,4.030903594222372e-05,5.071861943917886e-05,6.216392627358344e-05,5.903536218194698e-05,4.484707148623195e-05,3.969321554739149e-05,4.487675720552433e-05,5.201477219530347e-05,3.2468586642423456e-05,7.049596851180073e-05,3.0,03,魔理沙１面のテーマ,幻想郷,1998.0,4.0,1.0,,,
158,162.0,エキストララブ,0.0,0.0,5.790387955993052e-05,5.33447135388883e-05,7.52190755575614e-05,1.5577294535485076e-05,5.216674578623111e-05,4.5076630271461486e-05,4.9266599484940095e-05,5.705844686907622e-05,4.351474839150841e-05,5.903536218194698e-05,5.979609531497593e-05,8.820714566086998e-05,8.975351441104866e-05,9.202613542245998e-05,2.525334516632936e-05,4.699731234120049e-05,12.0,12,エキストラステージ,封魔録,1997.0,2.0,1.0,,,
159,163.0,かわいい悪魔,0.0,0.0,5.790387955993052e-05,0.0,0.0002256572266726,0.0002414480653,0.0004016839425539,0.0005008514474606,0.0005284962490202,0.0007480996367278883,0.0007832654710471,0.0007239599678101,0.0009604747809968,0.0009085336003069,0.0008919255494597,0.0008682465820292,0.0007648155964659,0.0006285890525635,18.0,18,エキストラボス・幻月のテーマ,幻想郷,1998.0,4.0,1.0,,,
160,164.0,メイド幻想,0.0,0.0,5.790387955993052e-05,0.0,7.52190755575614e-05,4.6731883606455233e-05,7.303344410072355e-05,7.011920264449564e-05,0.0001343634531407,0.00019019482289692075,0.000261088490349,0.0002578913190053,0.0002877687087033,0.0002778525088317,0.0002243837860276,0.0002400681793629,0.0002020267613306,0.0002026759094714,17.0,17,エキストラボス・夢月のテーマ,幻想郷,1998.0,4.0,1.0,,,
161,165.0,星幽天使,0.0,0.0,5.790387955993052e-05,0.0,3.76095377787807e-05,0.0001479842980871,0.0001252001898869,0.0002253831513573,0.000250811779196,0.00019019482289692075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,," 地獄最終面テーマ（のんびりアレンジ版）",怪綺談MusicRoom,,,,,,
162,166.0,東方封魔録,0.0,0.0,5.790387955993052e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.803896457938415e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01,タイトル画面,封魔録,1997.0,2.0,1.0,,,
163,166.0,東方封魔録,0.0,0.0,5.790387955993052e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2679654859794716e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,01,タイトル画面,封魔録,1997.0,2.0,1.0,,,
164,167.0,博麗神社境内,0.0,0.0,5.790387955993052e-05,0.0002667235676944,5.641430666817105e-05,0.0001090410617483,9.3900142415216e-05,0.0001302213763397,0.0001612361437688,0.00011411689373815244,0.0001927081714481,0.0001553562162682,0.0001457529823302,7.938643109478299e-05,9.53631090617392e-05,0.0001080306807133,8.297527697508216e-05,9.105729266107596e-05,16.0,16,未使用曲（１面テーマ）,封魔録,1997.0,2.0,1.0,,,
165,168.0,非統一魔法世界論,0.0,0.0,5.790387955993052e-05,0.0001600341406166,1.880476888939035e-05,1.5577294535485076e-05,4.1733396628984886e-05,3.505960132224782e-05,2.239390885679096e-05,9.509741144846037e-05,0.000105678674665,0.0001429277189668,0.0001233294465871,9.7027860226957e-05,8.414391976035811e-05,0.0001000284080678,6.854479402289396e-05,6.168397244782565e-05,13.0,13,中ボスデモテーマ,夢時空,1997.0,3.0,1.0,,,
166,169.0,風の神社,0.0,0.0,5.790387955993052e-05,0.0002133788541555,1.880476888939035e-05,7.009782540968284e-05,5.216674578623111e-05,9.015326054292296e-05,9.4054417198522e-05,0.00012679654859794716,0.0002362229198396,0.0001646775892443,0.0002242353574311,0.000308725009813,0.0002299933806783,0.0002600738609765,0.00031386300421,0.000234986561706,15.0,15,未使用曲,靈異伝,1995.0,1.0,1.0,,,
167,170.0,魔鏡,0.0,0.0,5.790387955993052e-05,5.33447135388883e-05,5.641430666817105e-05,0.0001246183562838,0.000109550166151,0.0001302213763397,0.0001701937073116,0.0001965346503268181,0.000261088490349,0.0001491419676175,0.0001756510299877,0.000207286792303,0.0002692605432331,0.0003200909058172,0.0002489258309252,0.0002114879055354,9.0,09,１５面テーマ,靈異伝,1995.0,1.0,1.0,,,
168,171.0,風神少女,0.0,0.0,0.0,0.0507308225754827,0.0371958328632141,0.0207333790267306,0.0128799695346204,0.011324251227086,0.0118553353487851,0.009852091826060495,0.0098219003512261,0.0099521192141461,0.0096084850659251,0.0075725834549856,0.0077412406179529,0.0073380840158605,0.0064323877759378,0.005865852046586,6.0,06,撮影曲５,文花帖,2005.0,9.5,5.0,,,
169,172.0,六十年目の東方裁判,0.0,0.0,0.0,0.0234716739571108,0.0,0.0,0.0,0.0,0.0,0.006530022252794279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15,四季映姫・ヤマザナドゥのテーマ,花映塚,2005.0,9.0,4.0,,,
170,173.0,彼岸帰航,0.0,0.0,0.0,0.0168035847647498,0.0,0.0,0.0,0.0,0.0,0.002776844414295043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14,小野塚 小町のテーマ,花映塚,2005.0,9.0,4.0,,,
171,174.0,夜が降りてくる,0.0,0.0,0.0,0.0164301717699775,0.0,0.0,0.0,0.0,0.0,0.003404487329854881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-,セミファイナルステージ・八雲 紫のテーマ,萃夢想,2004.0,7.5,3.0,,,
172,175.0,砕月,0.0,0.0,0.0,0.0145631067961165,0.0138403099025912,0.0150165119322076,0.0146327721930378,0.0174095963137333,0.0155458515283842,0.013890561898905111,0.0149815062319336,0.0156505852268666,0.01535264747212,0.0152598361993305,0.0156844266433307,0.0152843407527737,0.0133229433856077,0.0158028462747286,,,最終ステージの会話曲）,萃夢想,2004.0,7.5,3.0,,,
173,176.0,東方萃夢想,0.0,0.0,0.0,0.0133895230982609,0.0087630223024559,0.0050704093713003,0.0042255064086847,0.0036512070519883,0.0032605531295487,0.0028085435514445295,0.0027289963634103,0.0024266640981105,0.0023507339970699,0.0020772782803134,0.0020923788047075,0.0018525261174173,0.0014827321233373,0.0011455594883167,,,スタッフロールの曲）,萃夢想,2004.0,7.5,3.0,,,
174,177.0,今昔幻想郷,0.0,0.0,0.0,0.0132828336711831,0.0,0.0,0.0,0.0,0.0,0.0033601085378455998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13,風見 幽香のテーマ,花映塚,2005.0,9.0,4.0,,,
175,178.0,御伽の国の鬼が島,0.0,0.0,0.0,0.0126426971087165,0.0,0.0,0.0,0.0,0.0,0.0027007664851362747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-,ファイナルステージ・伊吹 萃香のテーマ,萃夢想,2004.0,7.5,3.0,,,
176,179.0,Demystify Feast,0.0,0.0,0.0,0.0108289768483943,0.0131821429914626,0.0074615240824973,0.0070372940065625,0.0057898427326454,0.0054193259433434,0.004735851090133326,0.0054455599415659,0.0042101534608704,0.0041707776482195,0.003960500840173,0.0038986682822299,0.0033409488294675,0.002763437485344,0.0027464054399389,1.0,-,宴会直前のテーマ,萃夢想,2004.0,7.5,3.0,,,
177,180.0,フラワリングナイト,0.0,0.0,0.0,0.0101888402859276,0.0062807928090563,0.012944731758988,0.0094317476381505,0.0087498747871381,0.0074840443399395,0.007195704132933502,0.0084480775805799,0.0095730500464515,0.0091002182557479,0.0080753641852526,0.007685144671446,0.0086824658202929,0.0097838674415836,0.0095375170732423,4.0,04,十六夜 咲夜のテーマ,花映塚,2005.0,9.0,4.0,,,
178,181.0,お宇佐さまの素い幡,0.0,0.0,0.0,0.0074149151819054,0.0031780059423069,0.0019160072278646,0.0013093853192344,0.001197034959431,0.0010435561527264,0.0008939156676155275,0.0010443539613962,0.0010564222706243,0.001005321852483,0.0009438164585713,0.0008246104136515,0.0007402102197023,0.0006529793535865,0.000678523696926,10.0,10,因幡 てゐのテーマ,花映塚,2005.0,9.0,4.0,,,
179,182.0,童祭,0.0,0.0,0.0,0.005227781926811,0.0,0.0,0.0,0.0,0.0,0.004241344550601333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,," 東方の夜明けより 幻創神主・ZUN入退場テーマ",夢違科学世紀,,,,,1.0,1.0
180,183.0,春色小径,0.0,0.0,0.0,0.0040008535154166,0.0,0.0,0.0,0.0,0.0,0.00213652184387541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,02,博麗 霊夢のテーマ,花映塚,2005.0,9.0,4.0,,,
181,184.0,萃夢想,0.0,0.0,0.0,0.0038408193747999,0.002557448568957,0.0016823478098323,0.002587470590997,0.0027446659320845,0.0018452580897995,0.002117502361585718,0.0017032915798961,0.0020258450601383,0.0019844829132657,0.0018082464860478,0.0020082348849472,0.002152611341621,0.0014899473648134,0.0015655979673662,2.0,-,キャラクターセレクト,非想天則,2009.0,12.3,6.0,,,
182,185.0,ポイズンボディ,0.0,0.0,0.0,0.0034674063800277,0.0,0.0,0.0,0.0,0.0,0.0007417598092979909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12,メディスン・メランコリーのテーマ,花映塚,2005.0,9.0,4.0,,,
183,186.0,オリエンタルダークフライト,0.0,0.0,0.0,0.0030939933852555,0.0020497198089435,0.0016667705152969,0.001356335390442,0.001362315937093,0.0014242526032919,0.0011094698002320376,0.0019830292481273,0.0016188117735154,0.0018200436511495,0.0019670193482374,0.0019914061009951,0.0016684738465724,0.0016631131602396,0.0016654672560912,3.0,03,霧雨 魔理沙のテーマ,花映塚,2005.0,9.0,4.0,,,
184,187.0,花は幻想のままに,0.0,0.0,0.0,0.0013336178384722,0.0008838241378013,0.0005997258396161,0.0005373174815981,0.0005509365922067,0.0005150599037061,0.0004881667121020966,0.0007273179374009,0.0006928887245565,0.0007212903997368,0.0008026850255139,0.0009143639280625,0.00092826362687,0.0008333603904888,0.0006932103570327,18.0,18,エンディングテーマ,花映塚,2005.0,9.0,4.0,,,
